sentence,Is not valid,Annotations,Paper's Tags,Predicted Tags
از طرفی تخفیف 20 درصدی نسبت به قیمت پایانی روز سه شنبه می تواند موجب جذابیت صندوق شود,,,O O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O,B I I B I I I I I I I I I I I I I I
همچنین بنا بر تازه ترین امارها 16 میلیون و 885 هزار و 616 نفر از مبتلایان به کو تاکنون بهبود یافته اند,,,O O O B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O O O,B I I I I I B I I I I I B I I I I I I I I I
حسین فلاحی ادامه داد هنگامی که مخاطب من در واتساپ یا تلگرام ارتباط بر قرار می کند من هم مجبورم در این فضا پاسخ دهم و به اجبار باید این پیام رسان ها را در تلفن همراه خودم نصب کنم و الا هیچ انگیزه و اراده ای برای استفاه از این برنامه ها ندارم تاکید کرد هنگامی که یک پیام رسان بومی را همه استفاده کنند و شبکه ملی مورد استقبال همگان قرار گیرد من هم از پیام رسان غیربومی استفاده نخواهم کرد,,,B-NP I-NP O O O O B-NP I-NP O B-NP O B-NP O O O O O B-NP O O O B-NP I-NP O O O O O O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP I-NP O B-NP O O O B-NP I-NP O B-NP I-NP O O B-NP O O B-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
هنوز مشخص نیست که سیاستمداران امریکایی به مانند سران اروپایی بر سر اجرایی شدن حمایت های بیشتر به توافق برسند چرا که اختلاف نظر بین سران جمهوری خواه و دموکرات بر سر بسته حمایتی ادامه دارد و این بار استیون منوچین گفته است دموکرات ها با خیره سری از هر گونه مذاکره برای رسیدن به یک توافق معقول که به نفع شهروندان و مصرف کنندگان امریکایی باشد طفره می روند,,,O O O O B-NP I-NP O O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O O O O B-NP I-NP O O B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP O O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
سال 2020 در حالی اغاز شد که به زعم کارشناسان اقتصادی پیش بینی می شد به سبب امضای «فاز اول» توافق تجاری امریکا و چین مبنی بر پایان دادن به جنگ تجاری میان دو کشور فشار سنگین ناشی از جنگ تجاری و تعرفه ای فزاینده این دو کشور بر بازار کالاهای صنعتی و محصولات فلزی همانند سایر بازارها برطرف شود و روزهای خوبی در انتظار اقتصاد جهانی باشد,,,B-NP I-NP O O O O O O B-NP I-NP I-NP O O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP O B-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
او زمانی که وارد دفتر شده متوجه باز بودن در شده بود,,,B-NP O O O B-NP O O B-NP I-NP I-NP O O,B I B I I B I I I I I I
به گزارش ایسنا متن منتشر شده توسط دکتر سعید نمکی به شرح زیر است:«پس از روزهای سخت و نفس گیر و مهار موارد ابتلا و مرگ و میر در اقصی نقاط کشور با تلاش شبانه روزی همکارانم و شهادت ابتلا و زمین گیر شدن تعدادی از ان ها و نزدیک شدن مجدد مرگ و میرها به سمت دو رقمی ای کاش توانی اختیاری ابزاری یا مددی فراتر از تمنا و خواهش و التماس داشتم تا با این ترددهای بی رویه برای روزهای سخت خیز مجدد بیماری و زحمت و گرفتاری همکارانم مضطرب نمی شدم و تا این حد از مظلومیت خستگی و بردباری شان شرم ساز نمی گشتم,,,O B-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-NP B-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O O O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O O,B I I I I B I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
مقامات افغانستان از کشته شدن دست کم 86 نفر و زخمی شدن 106 نفر در پی وقوع سیلاب در ولایت مرکزی پروان این کشور خبر دادند,,,B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O,B I I I I I I B I I I I B I I I I I I I I I I I I I
به گزارش موس اعتباری ملل پیرو اطلاعیه 6 شهریور ماه با موضوع تحصیل سهام اعلام کرد به موجب تصمیم هیات مدیره موسسه توانست تسهیلات تعدادی از مشتریان خود به مبلغ 20,,,O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP,B I I I I I I B I I I I I I I I I I I I I I I I I I I I I I B
به گزارش هفته گذشته جلسه ای درباره اصلاح مدل کارمزد با حضور نمایندگان بانک مرکزی بانک های خصوصی بانک های دولتی شرکت شاپرک شرکت خدمات انفورماتیک شرکت های پرداخت و انجمن فین تک برگزار شد و انجمن فین تک طرح پیشنهادی خود برای اصلاح مدل کارمزدهای تراکنش های خرید اینترنتی را مطرح کرد,,,O B-NP I-NP I-NP B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
در وهله اول از سفرها و تجمعات غیرضروری پرهیز شود اگر هم بنا به دلایلی ناگزیر به سفر و تجمع هستیم تجمع بالای 10 نفر نباشد و در ان فاصله اجتماعی رعایت شود,,,O B-NP I-NP O B-NP I-NP I-NP I-NP O O O O B-NP O B-NP O O B-NP O B-NP O B-NP O B-NP I-NP O O O B-NP B-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I
""" گزارش ایسنا به نقل از رویترز اظهارات جدید ريیس بانک مرکزی امریکا بر ابهامات مسیر اینده سیاست گذاری بزرگ ترین بانک مرکزی جهان افزوده است",,,B-NP B-NP I-NP O B-NP O B-NP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O,B I I I B I I I I I I I I I I I I I I I I I I I I I
در بین کشورهای مختلف بالاترین تلفات مربوط به امریکا با 184 هزار و 46 نفر برزیل با 117 هزار و 996 نفر مکزیک با 62 هزار و 76 نفر هند با 61 هزار و 685 نفر و انگلیس با 41 هزار و 477 نفر است,,,O O B-NP I-NP B-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP B-NP O B-NP I-NP I-NP I-NP I-NP B-NP O B-NP I-NP I-NP I-NP I-NP B-NP O B-NP I-NP I-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I B I I I B I I I I I I B I I B I I I I I I B I I I I B I I B I I
به گفته جفری هالی تحلیلگر ارشد شرکت oanda با انتظارات برای ضعیف ماندن ارزش دلار پیش بینی می شود طلا به قیمت بالاتری صعود کند و مجددا مرز 2000 دلار را بیازماید,,,O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP O O O O B-NP O B-NP I-NP O O O O B-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
51 است,,,I-NP O,B I
7 درصد و نسبت به پایان سال گذشته معادل هشت درصد افزایش یافته است,,,I-NP I-NP O O O B-NP I-NP I-NP B-NP I-NP I-NP I-NP O O,B I I I I I I B I I I I I I
338 واحد بسته شد,,,I-NP I-NP O O,B I I I
روح اله لطیفی سخنگوی گمرک گفت مبادلات تجاری ایران با کشور های خارجی در مرداد به 9 میلیون و 822 هزار تن و ارزش 5 میلیارد و 37 میلیون دلار رسید که سهم واردات 2 میلیون و 41 هزار تن به ارزش 2 میلیارد و 875 میلیون دلار و سهم صادرات نیز 7 میلیون و 781 هزار تن به ارزش 2 میلیارد و 162 میلیون دلار بوده است,,,B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I B I I B I I I I B I I B I I I I I I B I I B I I I I B I I B I I I I I I B I I B I I I I B I I B I I I I
سابقه نداشت که چنین وقتی کارگر که در اتاقش بود به خانه حکمت که در گوشه ای از مزرعه قرار داشت بیاید,,,B-NP O O B-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I B I I I I I I I I I I I I I I I I I I I
اگر شما هزینه گروه های مختلفی که در تورم مورد استفاده قرار می گیرد مانند هزینه مسکن اب و برق و سوخت یا نان و گوشت را محاسبه و براساس وزن و ضریب اهمیت محاسبه کنید تورم شخص شما به دست می اید,,,O B-NP B-NP I-NP I-NP I-NP O O B-NP B-NP I-NP O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP O B-NP O O O O B-NP O B-NP I-NP O O B-NP I-NP I-NP O O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
اگر ان ها نتوانند در این امر موفق باشند شانس زیادی برای هدایت شما به سمت منطقه مناسب و نوع سرمایه گذاری نخواهند داشت,,,O B-NP I-NP O O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I
حداقل از نوع تیپ و سلوک رفتاری افراد این گردان از رزمندگان و فرماندهان ان بپرسد و کتاب بنویسد,,,O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O B-NP O,B I I I I I I I I I I I I I I I I I I
چرا باید همیشه با ما همراه باشد اگر بد است فیلتر کن و خودت هم بیا بیرون اگر تشخیص داده ای که خوب است و باید حضور داشته باشید پس لطفا این خیر و برکت را برای دیگران هم روا دارید,,,O O O O B-NP O O O O O O O O B-NP O O O O O O O O O O O O O O O O O B-NP I-NP I-NP I-NP O O B-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
اقای احمدی نژاد در بعضی از شهرهایی كه رای اول را اورده اصلا ستاد نداشته است و این اتفاق همین طوری كه نمی‏تواند رخ داده باشد و این دو دلیل عدم تبعیت توده از نخبگان و سیاسیون بود,,,B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP O O O B-NP I-NP O O O O O O O O B-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
"اگر نمی دانند محض خاطر اطلاع شما و مدیر مسيول محترم روزنامه ایشان درباره کتاب "" ایام اقای داودابادی چنین گفته اند",,,O O O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP O B-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I
محمد سبزه زاری در گفت وگو با ایسنا اظهار کرد اسمان استان خوزستان تا 24 ساعت اینده صاف تا کمی ابری گاهی همراه با وزش باد متوسط پیش بینی می شود,,,B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP O O O O O O O B-NP I-NP I-NP O O O O,B I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I
در عین حال عراق نیز از اردن و مصر برق وارد کرده و همچنین از جذب سرمایه گذاری بهره مند شود,,,O O O B-NP O O B-NP O B-NP B-NP O O O O O B-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I
مورد بی سابقه دیگر فردی است که در جریان تعیین درجه حرارت بدن از سوی یک کارمند بیمارستانی وی را کارد کرده است,,,B-NP I-NP I-NP I-NP B-NP O O O O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP B-NP O O O O,B I I I I I I I I I I I I I I I I I I I I I I
""" منبع اردنی فاش کرد نخست وزیر عراق در اجلاس سه جانبه در امان یک پروژه اقتصادی موسوم به جدید به پادشاه اردن و ريیس جمهور مصر ارايه کرده است",,,O B-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
189 دلار رسید,,,I-NP I-NP O,B I I
* ولی در صف بندی های سیاسی اقای ها شمی را پدرخوانده كارگزاران می دانند,,,O O O B-NP I-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP O O,B I I I I I I I I I I I I I I
بیشتر بخوانید کاهش 40 درصدی بستری بیماران کرونا نسبت به یک ماه گذشته ( تولید فولاد در جهان به خاطر کرونا وزیر بهداشت بیماران غیرک نترسند برای درمان مراجعه کنند,,,O O B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O B-NP B-NP I-NP B-NP I-NP O O B-NP O O,B I I B I I I I I I I I I B B I I I I I I I I I I I I I I I
به گزارش نقل از ایسنا انچه اطلاعات بانک مرکزی از وضعیت مانده سپرده ها و تسهیلات ریالی و ارزی بانک ها و موسسات اعتباری به تفکیک استان در پایان خرداد امسال نشان می دهد مانده کل سپرده ها بیش از 2900 میلیارد تومان بوده که نسبت به خرداد سال قبل به میزان 34,,,O B-NP B-NP O B-NP B-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O O O O B-NP I-NP I-NP O B-NP I-NP,B I B B I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I B B B I B
وی افزود متاسفانه در کشور ما در حوزه درمان معتادین و بازگشت انها به جامعه حلقه مفقوده ای وجود دارد هر چند که سرمایه گذاری ما در این بخش نسبت به کشورهای پیشرفته فاصله بسیاری دارد اما اخیرا طرحی پیشنهاد شده که نگهداری انها به یک سال افزایش پیدا کند و پس از ترک تحت مراقبت های ویژه روحی و روانی قرار بگیرند و مهارت اموزی برای انها انجام شود,,,B-NP O O O B-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP B-NP I-NP I-NP O O O O O B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP B-NP I-NP O O O B-NP O O O B-NP I-NP O B-NP I-NP O O O O O O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP O B-NP O O,B I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I B I I I I I I I I I I I I I I I I I I I I I I
قدم هشتم وکالت نامه ای را تنظیم نمایید تا خرید را برای شما انجام دهند ترین راه برای خرید ملک در ترکیه مشاوره با شرکت های فعال در این حوزه و اعطای وکالت به شخص حقیقی یا حقوقی است,,,B-NP I-NP B-NP I-NP I-NP O O O O B-NP O O B-NP O O O B-NP O B-NP I-NP O B-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
خبر خوب برای اقتصاد امریکا در شرایط وخیم فعلی می تواند ان باشد که مخارج مصرف کننده که بار حدود دو سوم کل رشد اقتصاد امریکا را بر دوش می کشد تا پایان ماه ژويیه در مقایسه با ماه قبل خود 1,,,B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP O O O O O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP O O O O O O B-NP I-NP I-NP O O O B-NP I-NP I-NP B-NP,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I B B
گفتنی است از مهم ترین ملاک ها برای انتخاب یک شرکت بیمه ای سطح توانگری مالی ان شرکت است,,,O O O B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I
2 تا 3 متغیر یا شاخص وجود دارد که موجب تضعیف ارزش پول ملی می شود که یکی از این موارد کسری های تجاری است و در عمده سال های قبل انقلاب بدون احتساب نفت کسری تجاری فزاینده ای داشته ایم,,,B-NP I-NP I-NP I-NP I-NP I-NP O O O O B-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I B I B I I I I I I I I I
یک نهاد ملی که تمامی دستگاه ها را متحد و هم افزا کند وجود ندارد,,,B-NP I-NP I-NP O B-NP I-NP I-NP O O O O O O O O,B I I I I I I I I I I I I I I
نهاد ناظر همواره تلاش می کند بازار سرمایه محل امن سرمایه گذاری باشد,,,B-NP I-NP O O O O B-NP I-NP B-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I
پلیس راه کشور اخرین وضعیت محورهای مواصلاتی را اعلام کرد,,,B-NP I-NP I-NP B-NP I-NP I-NP I-NP O O O,B I I I I I I I I I
عمارت تکیه بیگلربیگی در بافت قدیمی شهر کرمانشاه در خیابان مدرس مقابل مسجد جامع قراردارد,,,B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP O,B I I I I I I I I I I I I I I
دولت وقتی عمل می كند، موجود بسیار ضعیفی است از من و شما مالیات می گیرد تا هزینه دیوان سالاری وسیع اداری خود را دهد محرومیت یك امر نسبی است,,,B-NP O O O O B-NP I-NP I-NP O O B-NP O B-NP B-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP B-NP I-NP I-NP O,B I I I I I I I I I I B I I I I I I I I I I I I I I I I I I
همچنین 23 محل کار و 1150 هکتار زمین کشاورزی اسیب دیده اند,,,O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O,B B I I B I I I I I I I
این تسهیلات با ضمانت مشتری سازمانی بانک و نیز ضمانت یک نفر از همکاران متقاضی در قالب عقد مرابحه و صرفا جهت خرید واحدهای etf به پرسنل شرکت های مشتری بانک و اعضای خانواده تحت سرپرستی ایشان پرداخت می شود,,,B-NP I-NP O B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP O O O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I
گل مهدی قايدی در نتیجه یک خلاقیت فردی به دست امد برای او ارزوی موفقیت می کنم و می تواند به تیم ملی کمک کند,,,B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O O O O B-NP B-NP I-NP O O O O O O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I
به گزارش به نقل از سازمان لیگ فوتبال ایران مسابقه نهایی جام حذفی بین دو تیم استقلال تهران و تراکتور سازی تبریز روز پنج شنبه 13 شهریور ساعت 18 در ورزشگاه امام رضا ( شهر مشهد برگزار می شود,,,O B-NP O B-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP B-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O O O,B I I B B I I I I I I I I I I I I I I I I I I I I B I I B I I I I B B I I I I
با اولین تماس تلفنی قرار مصاحبه را در دفتر كارش در «سازمان منطقه ازاد سیرجان» در خیابان ستارخان می گذاریم,,,O B-NP I-NP I-NP B-NP I-NP O O B-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I
سخنگوی وزارت دفاع امریکا تایید کرد دولت این کشور قصد دارد در دو یا سه ماه اینده به میزان قابل توجهی از تعداد نیروهای امریکایی حاضر در عراق بکاهد,,,B-NP I-NP I-NP I-NP O O B-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I
اردکانیان یاداورشد خوشبختانه در اثر این سرمایه گذار ها ده ها هزار هکتار اراضی دیم در مناطق مرزی کشور به ابی تبدیل شده است,,,B-NP O O O O B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O O O O O O,B I I I I I I I I I I I I I I I I I I I I I B I
واقعه عاشورا تقابل بین شیعه و سنی نبود الاسلام شریعتمداری عاشورا را تقابلی دانست که در ان طرف مقابل سیدالشهداء علیه السلام در پی تحمیل بیعت و تسلیم بر امام بود و هیچ راه و گزینه دیگری را برنت,,,B-NP I-NP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-NP O B-NP O O O B-NP I-NP I-NP B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
تد هاچ ري هیيت داوران جایزه کتاب بین المللی بوکر کتاب «ناخوشی شامگاه» را توصیفی «نازک اندیشانه و سخت گیرا از خردسالی گرفتار میان شرم و رستگاری» خواند,,,B-NP I-NP I-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I
گروه دیگری هم هستند که خودشان کتاب می نویسند و چون هیچ ناشری حاضر نمی شود به خاطر ضعف داستان ان را چاپ کند - البته در این بخش استثناهایی هم وجود دارد - با پول خود کتاب را چاپ و توزیع می کند,,,B-NP I-NP O O O B-NP B-NP O O O O B-NP I-NP O O O O O B-NP I-NP B-NP O O O O O O B-NP I-NP B-NP O O O O O B-NP I-NP B-NP O O O O O O,B I I I I I I I I I I I I I I I I I I I I I I I B B I I I I I I I I B I I I I I I I I I
در این میان مجمع سالانه کشتیرانی ایران و مهندسی و ساختمان صنایع نفت که قرار بود 12 شهریور برگزار شود لغو و تصمیم گیری درخصوص تصویب صورت های مالی به مجامع بعدی که تاریخ ان متعاقبا اعلام می شود موکول شد,,,O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O O O B-NP I-NP O O B-NP O B-NP I-NP O B-NP I-NP I-NP I-NP O B-NP I-NP O B-NP I-NP O B-NP O O O O,B I I I I I I I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I
شلوغی خیابان های عصر تهران باعث می شود تا با 10 دقیقه تاخیر سر قرار حاضر شویم و علیرغم اینكه تاكید می كند تنها نیم ساعت فرصت داریم ولی گفتگوی ما بیش از یك ساعت طول می كشد,,,B-NP I-NP I-NP I-NP I-NP O O O O O B-NP I-NP I-NP B-NP I-NP O O O O O O O O O B-NP I-NP I-NP O O B-NP I-NP B-NP I-NP I-NP I-NP O O O,B I I I I I I I I I B I I I I I I I I I I I I I I I I I I I I I I I I I I I
علی ال نمر عبدالله الز داوود المر این سه جوان هستند که احکام اعدام انها به دلیل شرکت در تظاهرات ضد حکومتی در عربستان صادر شده بود,,,B-NP I-NP I-NP B-NP I-NP B-NP I-NP B-NP I-NP I-NP O O B-NP I-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O B-NP O O O,B I I I I I I I I I I I I I I I I I I I I I I I I B I
او در یک نشست خبری گفت نخست وزیر خودش گفته است که می خواهد از الان به بعد دوباره به سختی کار کند و من هر روز او را میبینم,,,B-NP O B-NP I-NP I-NP O B-NP I-NP B-NP O O O O O O O O O O O O O O O O B-NP I-NP B-NP O O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
اگر بنا بر تخلیه املاک بنیاد است حق ان است که ابتدا املاک نجومی که در دست این و ان است ازاد یا اجاره روز از انها گرفته شود و بعد بروند سراغ بیچارگان که در خانه های محقر روستایی شان زندگی می کنند و ناگهان می بینند که مامور و لودر امده برای تخریب تنها سرپناه و سرمایه زندگی شان,,,O O O B-NP I-NP I-NP O B-NP I-NP O O O B-NP I-NP O O O B-NP O B-NP O O O B-NP I-NP O B-NP O O O O O B-NP I-NP O O B-NP I-NP I-NP I-NP I-NP O O O O O O O O B-NP O B-NP O O B-NP I-NP I-NP I-NP I-NP I-NP O,B I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I I
امینیان با تشکر از ريیس دادگستری در رابطه با تازه دامادی که در ایام کرونا به علت برگزاری عروسی به مراجع قضایی فراخوانده شده بود گفت حکم عام المنفعه و محکوم شدن تازه داماد به پخش 100 بسته ماسک در بین مردم یکی از بهترین احکام بوده است,,,B-NP O B-NP I-NP I-NP I-NP O O O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP O O,B I I I I I I I I I I I I I I I I I I I I I I B I I I I I I I I I I I I B I I I I I I I I I I I
